round_id,source,timestamp,multiplier,color,band,points,session_id
1793,aviator,2026-07-24T23:07:22.716+00:00,23.03,"rgb(192, 23, 180)",moonshot,235.763,1
1794,aviator,2026-07-24T23:07:27.369+00:00,2.48,purple,base,139.31,1
1795,aviator,2026-07-24T23:07:33.859+00:00,1.76,blue,low,124.467,1
1796,aviator,2026-07-24T23:07:38.771+00:00,1.45,blue,floor,116.082,1
1797,aviator,2026-07-24T23:07:43.962+00:00,2.07,purple,base,131.489,1
1798,aviator,2026-07-24T23:07:50.796+00:00,1.0,blue,dust,100.0,1
1799,aviator,2026-07-24T23:07:56.956+00:00,1.01,blue,dust,100.431,1
1800,aviator,2026-07-24T23:08:03.067+00:00,1.37,blue,floor,113.625,1
1801,aviator,2026-07-24T23:08:06.803+00:00,9.06,"rgb(145, 62, 248)",high,195.385,1
1802,aviator,2026-07-24T23:08:10.094+00:00,1.17,blue,dust,106.795,1
1803,aviator,2026-07-24T23:08:17.278+00:00,10.04,pink,ignition,199.831,1
1804,aviator,2026-07-24T23:08:21.427+00:00,1.15,"rgb(52, 180, 255)",dust,106.049,1
1805,aviator,2026-07-24T23:08:23.497+00:00,1.89,blue,low,127.552,1
1806,aviator,2026-07-24T23:08:29.355+00:00,3.06,purple,mid,148.406,1
1807,aviator,2026-07-24T23:08:34.921+00:00,1.86,blue,low,126.859,1
1808,aviator,2026-07-24T23:08:37.763+00:00,1.31,"rgb(52, 180, 255)",floor,111.687,1
1809,aviator,2026-07-24T23:08:40.718+00:00,1.09,blue,dust,103.73,1
1811,aviator,2026-07-24T23:09:13.115+00:00,5.38,"rgb(145, 62, 248)",high,172.828,1
1812,aviator,2026-07-24T23:09:34.110+00:00,1.68,"rgb(52, 180, 255)",low,122.454,1
1813,aviator,2026-07-24T23:09:50.467+00:00,1.07,"rgb(52, 180, 255)",dust,102.928,1
1814,aviator,2026-07-24T23:10:15.922+00:00,2.67,"rgb(145, 62, 248)",base,142.505,1
1815,aviator,2026-07-24T23:10:37.672+00:00,1.82,"rgb(52, 180, 255)",low,125.918,1
1816,aviator,2026-07-24T23:10:55.486+00:00,1.13,"rgb(52, 180, 255)",dust,105.29,1
1818,aviator,2026-07-24T23:11:12.845+00:00,1.26,"rgb(52, 180, 255)",floor,110.003,1
1819,aviator,2026-07-24T23:11:25.847+00:00,1.01,"rgb(52, 180, 255)",dust,100.431,1
1820,aviator,2026-07-24T23:11:39.121+00:00,1.02,"rgb(52, 180, 255)",dust,100.857,1
1810,aviator,2026-07-24T23:11:42.113+00:00,1.76,blue,low,124.467,1
1817,aviator,2026-07-24T23:11:56.322+00:00,1.45,blue,floor,116.082,1
1821,aviator,2026-07-24T23:12:06.299+00:00,2.07,purple,base,131.489,1
1823,aviator,2026-07-24T23:12:10.824+00:00,5.12,"rgb(145, 62, 248)",high,170.684,1
1824,aviator,2026-07-24T23:12:28.274+00:00,1.4,"rgb(52, 180, 255)",floor,114.563,1
1822,aviator,2026-07-24T23:12:38.662+00:00,1.0,blue,dust,100.0,1
1826,aviator,2026-07-24T23:12:44.947+00:00,1.36,"rgb(52, 180, 255)",floor,113.308,1
1827,aviator,2026-07-24T23:13:10.480+00:00,2.89,"rgb(145, 62, 248)",base,145.932,1
1825,aviator,2026-07-24T23:13:39.452+00:00,1.01,blue,dust,100.431,1
1829,aviator,2026-07-24T23:13:40.234+00:00,3.99,"rgb(145, 62, 248)",mid,159.892,1
1830,aviator,2026-07-24T23:14:05.749+00:00,3.16,"rgb(145, 62, 248)",mid,149.798,1
1831,aviator,2026-07-24T23:14:30.726+00:00,2.53,"rgb(145, 62, 248)",base,140.174,1
1832,aviator,2026-07-24T23:14:43.678+00:00,1.0,"rgb(52, 180, 255)",dust,100.0,1
1828,aviator,2026-07-24T23:14:46.941+00:00,1.37,blue,floor,113.625,1
1834,aviator,2026-07-24T23:15:02.997+00:00,1.66,"rgb(52, 180, 255)",low,121.935,1
1833,aviator,2026-07-24T23:15:12.065+00:00,1.17,blue,dust,106.795,1
1836,aviator,2026-07-24T23:15:22.414+00:00,1.58,"rgb(52, 180, 255)",low,119.798,1
1835,aviator,2026-07-24T23:15:32.566+00:00,10.04,pink,ignition,199.831,1
1838,aviator,2026-07-24T23:15:46.052+00:00,2.77,"rgb(145, 62, 248)",base,144.097,1
1839,aviator,2026-07-24T23:15:58.700+00:00,1.04,"rgb(52, 180, 255)",dust,101.698,1
1837,aviator,2026-07-24T23:16:00.810+00:00,1.89,blue,low,127.552,1
1840,aviator,2026-07-24T23:16:08.325+00:00,3.06,purple,mid,148.406,1
1841,aviator,2026-07-24T23:16:16.535+00:00,1.86,blue,low,126.859,1
1842,aviator,2026-07-24T23:16:22.622+00:00,1.09,blue,dust,103.73,1
1843,aviator,2026-07-24T23:16:29.196+00:00,4.56,"rgb(145, 62, 248)",mid,165.671,1
1844,aviator,2026-07-24T23:16:30.244+00:00,5.05,purple,high,170.089,1
1845,aviator,2026-07-24T23:16:37.637+00:00,1.29,blue,floor,111.021,1
1846,aviator,2026-07-24T23:16:45.141+00:00,1.45,blue,floor,116.082,1
1847,aviator,2026-07-24T23:16:50.947+00:00,3.45,purple,mid,153.598,1
1848,aviator,2026-07-24T23:16:56.312+00:00,1.13,blue,dust,105.29,1
1849,aviator,2026-07-24T23:16:58.028+00:00,3.54,"rgb(145, 62, 248)",mid,154.712,1
1850,aviator,2026-07-24T23:17:03.428+00:00,1.0,blue,dust,100.0,1
1851,aviator,2026-07-24T23:17:09.959+00:00,1.16,blue,dust,106.424,1
1852,aviator,2026-07-24T23:17:13.708+00:00,1.42,"rgb(52, 180, 255)",floor,115.177,1
1853,aviator,2026-07-24T23:17:17.316+00:00,1.23,blue,floor,108.96,1
1854,aviator,2026-07-24T23:17:22.473+00:00,1.59,blue,low,120.071,1
1855,aviator,2026-07-24T23:17:27.106+00:00,4.77,purple,mid,167.62,1
1856,aviator,2026-07-24T23:17:32.971+00:00,1.69,blue,low,122.711,1
1858,aviator,2026-07-24T23:17:40.500+00:00,3.21,"rgb(145, 62, 248)",mid,150.477,1
1857,aviator,2026-07-24T23:17:40.793+00:00,2.05,purple,base,131.069,1
1859,aviator,2026-07-24T23:17:46.241+00:00,6.4,purple,high,180.342,1
1860,aviator,2026-07-24T23:17:54.052+00:00,1.1,blue,dust,104.125,1
1861,aviator,2026-07-24T23:18:00.357+00:00,2.67,purple,base,142.505,1
1863,aviator,2026-07-24T23:18:07.700+00:00,3.29,"rgb(145, 62, 248)",mid,151.543,1
1862,aviator,2026-07-24T23:18:07.914+00:00,2.65,purple,base,142.18,1
1864,aviator,2026-07-24T23:18:12.463+00:00,1.92,blue,low,128.233,1
1865,aviator,2026-07-24T23:18:16.982+00:00,1.14,blue,dust,105.671,1
1866,aviator,2026-07-24T23:18:21.561+00:00,35.48,pink,moonshot,254.468,1
1868,aviator,2026-07-24T23:18:26.564+00:00,1.55,"rgb(52, 180, 255)",low,118.968,1
1867,aviator,2026-07-24T23:18:28.207+00:00,12.39,pink,ignition,208.933,1
1869,aviator,2026-07-24T23:18:35.736+00:00,1.7,blue,low,122.966,1
1870,aviator,2026-07-24T23:18:41.578+00:00,41.64,pink,moonshot,261.397,1
1871,aviator,2026-07-24T23:18:46.267+00:00,5.49,purple,high,173.704,1
1872,aviator,2026-07-24T23:18:51.644+00:00,1.33,blue,floor,112.343,1
1873,aviator,2026-07-24T23:18:54.589+00:00,4.04,"rgb(145, 62, 248)",mid,160.431,1
1874,aviator,2026-07-24T23:18:58.489+00:00,4.35,purple,mid,163.63,1
1875,aviator,2026-07-24T23:19:04.720+00:00,1.0,blue,dust,100.0,1
1876,aviator,2026-07-24T23:19:11.996+00:00,1.94,blue,low,128.682,1
1877,aviator,2026-07-24T23:19:18.645+00:00,1.34,blue,floor,112.667,1
1878,aviator,2026-07-24T23:19:23.684+00:00,1.05,blue,dust,102.112,1
1879,aviator,2026-07-24T23:19:25.639+00:00,4.42,"rgb(145, 62, 248)",mid,164.321,1
1880,aviator,2026-07-24T23:19:31.477+00:00,18.23,pink,ignition,225.647,1
1881,aviator,2026-07-24T23:19:36.464+00:00,1.02,blue,dust,100.857,1
1882,aviator,2026-07-24T23:19:42.561+00:00,1.64,blue,low,121.411,1
1883,aviator,2026-07-24T23:19:48.806+00:00,1.3,blue,floor,111.355,1
1884,aviator,2026-07-24T23:19:54.814+00:00,1.11,blue,dust,104.517,1
1885,aviator,2026-07-24T23:20:02.728+00:00,1.0,blue,dust,100.0,1
1886,aviator,2026-07-24T23:20:10.172+00:00,1.21,blue,floor,108.25,1
1888,aviator,2026-07-24T23:20:15.809+00:00,24.23,"rgb(192, 23, 180)",moonshot,237.962,1
1887,aviator,2026-07-24T23:20:16.387+00:00,6.17,purple,high,178.758,1
1889,aviator,2026-07-24T23:20:21.200+00:00,5.52,purple,high,173.94,1
1890,aviator,2026-07-24T23:20:27.181+00:00,20.52,pink,moonshot,230.769,1
1891,aviator,2026-07-24T23:20:33.033+00:00,4.46,purple,mid,164.711,1
1892,aviator,2026-07-24T23:20:39.022+00:00,1.14,blue,dust,105.671,1
1893,aviator,2026-07-24T23:20:39.701+00:00,2.02,"rgb(145, 62, 248)",base,130.431,1
1894,aviator,2026-07-24T23:20:47.393+00:00,1.46,blue,floor,116.379,1
1896,aviator,2026-07-24T23:20:54.689+00:00,1.28,"rgb(52, 180, 255)",floor,110.684,1
1895,aviator,2026-07-24T23:20:55.735+00:00,2.06,purple,base,131.279,1
1897,aviator,2026-07-24T23:21:00.272+00:00,4.33,purple,mid,163.431,1
1898,aviator,2026-07-24T23:21:06.458+00:00,1.03,blue,dust,101.279,1
1899,aviator,2026-07-24T23:21:14.159+00:00,3.93,purple,mid,159.236,1
1900,aviator,2026-07-24T23:21:19.980+00:00,2.9,"rgb(145, 62, 248)",base,146.082,1
1901,aviator,2026-07-24T23:21:21.653+00:00,1.06,blue,dust,102.522,1
1902,aviator,2026-07-24T23:21:26.992+00:00,1.6,blue,low,120.342,1
1904,aviator,2026-07-24T23:21:34.802+00:00,1.07,"rgb(52, 180, 255)",dust,102.928,1
1903,aviator,2026-07-24T23:21:35.411+00:00,1.09,blue,dust,103.73,1
1905,aviator,2026-07-24T23:21:40.993+00:00,1.29,blue,floor,111.021,1
1906,aviator,2026-07-24T23:21:46.092+00:00,1.11,blue,dust,104.517,1
1907,aviator,2026-07-24T23:21:52.467+00:00,1.86,blue,low,126.859,1
1908,aviator,2026-07-24T23:22:00.288+00:00,1.36,blue,floor,113.308,1
1909,aviator,2026-07-24T23:22:05.688+00:00,1.49,blue,floor,117.259,1
1910,aviator,2026-07-24T23:22:11.684+00:00,4.72,purple,mid,167.164,1
1911,aviator,2026-07-24T23:22:16.680+00:00,1.54,blue,low,118.688,1
1912,aviator,2026-07-24T23:22:19.086+00:00,14.36,"rgb(192, 23, 180)",ignition,215.32,1
1913,aviator,2026-07-24T23:22:22.391+00:00,11.37,pink,ignition,205.215,1
1914,aviator,2026-07-24T23:22:27.915+00:00,2.33,purple,base,136.61,1
1915,aviator,2026-07-24T23:22:33.506+00:00,2.01,purple,base,130.216,1
1916,aviator,2026-07-24T23:22:38.555+00:00,1.55,"rgb(52, 180, 255)",low,118.968,1
1917,aviator,2026-07-24T23:22:41.344+00:00,3.27,purple,mid,151.279,1
1918,aviator,2026-07-24T23:22:47.052+00:00,2.42,purple,base,138.25,1
1919,aviator,2026-07-24T23:22:53.003+00:00,1.89,blue,low,127.552,1
1920,aviator,2026-07-24T23:22:57.480+00:00,1.51,"rgb(52, 180, 255)",low,117.836,1
1921,aviator,2026-07-24T23:22:59.543+00:00,1.4,blue,floor,114.563,1
1922,aviator,2026-07-24T23:23:05.257+00:00,6.02,purple,high,177.693,1
1923,aviator,2026-07-24T23:23:09.854+00:00,1.14,blue,dust,105.671,1
1924,aviator,2026-07-24T23:23:16.338+00:00,2.03,purple,base,130.644,1
1925,aviator,2026-07-24T23:23:23.443+00:00,1.17,blue,dust,106.795,1
1926,aviator,2026-07-24T23:23:27.739+00:00,13.65,pink,ignition,213.125,1
1927,aviator,2026-07-24T23:23:35.293+00:00,1.41,blue,floor,114.871,1
1928,aviator,2026-07-24T23:23:41.161+00:00,1.48,blue,floor,116.968,1
1929,aviator,2026-07-24T23:23:44.097+00:00,16.04,"rgb(192, 23, 180)",ignition,220.108,1
1930,aviator,2026-07-24T23:23:47.060+00:00,1.1,blue,dust,104.125,1
1931,aviator,2026-07-24T23:23:54.331+00:00,1.06,blue,dust,102.522,1
1932,aviator,2026-07-24T23:24:01.498+00:00,1.77,blue,low,124.712,1
1933,aviator,2026-07-24T23:24:04.218+00:00,1.61,"rgb(52, 180, 255)",low,120.612,1
1934,aviator,2026-07-24T23:24:08.601+00:00,1.51,blue,low,117.836,1
1935,aviator,2026-07-24T23:24:15.399+00:00,2.43,purple,base,138.429,1
1936,aviator,2026-07-24T23:24:17.984+00:00,1.22,"rgb(52, 180, 255)",floor,108.606,1
1937,aviator,2026-07-24T23:24:22.020+00:00,1.84,blue,low,126.391,1
1938,aviator,2026-07-24T23:24:26.511+00:00,1.08,blue,dust,103.331,1
1939,aviator,2026-07-24T23:24:34.313+00:00,1.35,blue,floor,112.989,1
1941,aviator,2026-07-24T23:24:38.680+00:00,1.76,"rgb(52, 180, 255)",low,124.467,1
1940,aviator,2026-07-24T23:24:38.849+00:00,6.26,purple,high,179.385,1
1942,aviator,2026-07-24T23:24:46.758+00:00,1.48,blue,floor,116.968,1
1944,aviator,2026-07-24T23:24:53.006+00:00,1.0,"rgb(52, 180, 255)",dust,100.0,1
1943,aviator,2026-07-24T23:24:54.356+00:00,2.64,purple,base,142.016,1
1945,aviator,2026-07-24T23:24:59.548+00:00,3.39,purple,mid,152.839,1
1946,aviator,2026-07-24T23:25:06.992+00:00,1.0,blue,dust,100.0,1
1947,aviator,2026-07-24T23:25:12.921+00:00,3.61,purple,mid,155.56,1
1948,aviator,2026-07-24T23:25:13.798+00:00,1.99,"rgb(52, 180, 255)",low,129.783,1
1949,aviator,2026-07-24T23:25:20.348+00:00,2.21,purple,base,134.321,1
1950,aviator,2026-07-24T23:25:25.831+00:00,2.5,purple,base,139.658,1
1951,aviator,2026-07-24T23:25:33.115+00:00,2.2,purple,base,134.125,1
1952,aviator,2026-07-24T23:25:38.327+00:00,2.42,purple,base,138.25,1
1953,aviator,2026-07-24T23:25:45.576+00:00,2.35,purple,base,136.98,1
1954,aviator,2026-07-24T23:25:47.197+00:00,5.74,"rgb(145, 62, 248)",high,175.632,1
1955,aviator,2026-07-24T23:25:50.665+00:00,2.91,purple,base,146.231,1
1956,aviator,2026-07-24T23:25:57.579+00:00,1.25,blue,floor,109.658,1
1957,aviator,2026-07-24T23:26:05.581+00:00,7.15,purple,high,185.138,1
1958,aviator,2026-07-24T23:26:10.500+00:00,1.73,"rgb(52, 180, 255)",low,123.723,1
1959,aviator,2026-07-24T23:26:12.377+00:00,2.16,purple,base,133.331,1
1960,aviator,2026-07-24T23:26:20.621+00:00,1.15,blue,dust,106.049,1
1961,aviator,2026-07-24T23:26:25.978+00:00,5.09,purple,high,170.43,1
1962,aviator,2026-07-24T23:26:32.303+00:00,2.2,purple,base,134.125,1
1963,aviator,2026-07-24T23:26:36.929+00:00,4.35,purple,mid,163.63,1
1964,aviator,2026-07-24T23:26:41.415+00:00,1.25,blue,floor,109.658,1
1965,aviator,2026-07-24T23:26:49.484+00:00,3.05,purple,mid,148.264,1
1966,aviator,2026-07-24T23:26:56.740+00:00,2.0,purple,base,130.0,1
1967,aviator,2026-07-24T23:27:02.458+00:00,3.86,purple,mid,158.458,1
1968,aviator,2026-07-24T23:27:10.284+00:00,2.24,purple,base,134.905,1
1969,aviator,2026-07-24T23:27:15.425+00:00,2.45,purple,base,138.783,1
1970,aviator,2026-07-24T23:27:23.736+00:00,17.32,pink,ignition,223.431,1
1971,aviator,2026-07-24T23:27:30.663+00:00,60.63,pink,mega,277.659,1
1972,aviator,2026-07-24T23:27:36.703+00:00,1.0,blue,dust,100.0,1
1973,aviator,2026-07-24T23:27:44.797+00:00,1.24,blue,floor,109.31,1
1974,aviator,2026-07-24T23:27:49.830+00:00,1.16,"rgb(52, 180, 255)",dust,106.424,1
1975,aviator,2026-07-24T23:27:51.933+00:00,1.55,blue,low,118.968,1
1976,aviator,2026-07-24T23:27:59.023+00:00,1.45,blue,floor,116.082,1
1977,aviator,2026-07-24T23:28:00.765+00:00,1.0,"rgb(52, 180, 255)",dust,100.0,1
1978,aviator,2026-07-24T23:28:04.017+00:00,1.5,blue,low,117.549,1
1979,aviator,2026-07-24T23:28:09.531+00:00,7.14,purple,high,185.078,1
1980,aviator,2026-07-24T23:28:15.992+00:00,2.27,purple,base,135.481,1
1981,aviator,2026-07-24T23:28:22.281+00:00,2.83,purple,base,145.024,1
1982,aviator,2026-07-24T23:28:29.179+00:00,1.56,blue,low,119.246,1
1984,aviator,2026-07-24T23:28:33.473+00:00,5.02,"rgb(145, 62, 248)",high,169.831,1
1983,aviator,2026-07-24T23:28:34.230+00:00,2.99,purple,base,147.404,1
1985,aviator,2026-07-24T23:28:42.547+00:00,1.2,blue,floor,107.891,1
1987,aviator,2026-07-24T23:28:47.806+00:00,1.14,"rgb(52, 180, 255)",dust,105.671,1
1986,aviator,2026-07-24T23:28:48.360+00:00,1.29,blue,floor,111.021,1
1988,aviator,2026-07-24T23:28:55.485+00:00,1.67,blue,low,122.195,1
1989,aviator,2026-07-24T23:29:00.321+00:00,1.46,blue,floor,116.379,1
1990,aviator,2026-07-24T23:29:07.878+00:00,3.62,purple,mid,155.68,1
1991,aviator,2026-07-24T23:29:12.573+00:00,1.08,blue,dust,103.331,1
1992,aviator,2026-07-24T23:29:12.615+00:00,2.54,"rgb(145, 62, 248)",base,140.345,1
1993,aviator,2026-07-24T23:29:17.911+00:00,2.31,purple,base,136.237,1
1994,aviator,2026-07-24T23:29:25.399+00:00,12.87,pink,ignition,210.578,1
1995,aviator,2026-07-24T23:29:26.859+00:00,1.02,"rgb(52, 180, 255)",dust,100.857,1
1996,aviator,2026-07-24T23:29:33.762+00:00,3.57,purple,mid,155.078,1
1997,aviator,2026-07-24T23:29:39.183+00:00,2.79,purple,base,144.408,1
1998,aviator,2026-07-24T23:29:43.608+00:00,2.09,purple,base,131.905,1
1999,aviator,2026-07-24T23:29:49.646+00:00,92.73,pink,mega,296.049,1
2000,aviator,2026-07-24T23:29:53.569+00:00,3.03,"rgb(145, 62, 248)",mid,147.98,1
2001,aviator,2026-07-24T23:29:57.328+00:00,1.34,blue,floor,112.667,1
2002,aviator,2026-07-24T23:30:02.112+00:00,1.02,blue,dust,100.857,1
2003,aviator,2026-07-24T23:30:08.449+00:00,2.87,purple,base,145.632,1
2004,aviator,2026-07-24T23:30:12.961+00:00,6.18,purple,high,178.828,1
2005,aviator,2026-07-24T23:30:14.198+00:00,1.98,"rgb(52, 180, 255)",low,129.565,1
2006,aviator,2026-07-24T23:30:20.049+00:00,2.5,purple,base,139.658,1
2007,aviator,2026-07-24T23:30:25.314+00:00,14.18,pink,ignition,214.774,1
2008,aviator,2026-07-24T23:30:26.544+00:00,1.12,"rgb(52, 180, 255)",dust,104.905,1
2009,aviator,2026-07-24T23:30:30.276+00:00,1.27,blue,floor,110.345,1
2010,aviator,2026-07-24T23:30:38.122+00:00,2.12,purple,base,132.522,1
2011,aviator,2026-07-24T23:30:44.366+00:00,1.69,blue,low,122.711,1
2012,aviator,2026-07-24T23:30:46.237+00:00,1.66,"rgb(52, 180, 255)",low,121.935,1
2013,aviator,2026-07-24T23:30:51.349+00:00,1.02,blue,dust,100.857,1
2014,aviator,2026-07-24T23:30:59.608+00:00,3.05,purple,mid,148.264,1
2015,aviator,2026-07-24T23:31:04.727+00:00,2.83,purple,base,145.024,1
2016,aviator,2026-07-24T23:31:11.234+00:00,1.0,blue,dust,100.0,1
2017,aviator,2026-07-24T23:31:15.753+00:00,1.42,blue,floor,115.177,1
2018,aviator,2026-07-24T23:31:19.730+00:00,7.0,"rgb(145, 62, 248)",high,184.221,1
2019,aviator,2026-07-24T23:31:23.214+00:00,2.51,purple,base,139.831,1
2020,aviator,2026-07-24T23:31:27.516+00:00,1.21,blue,floor,108.25,1
2021,aviator,2026-07-24T23:31:32.096+00:00,3.6,purple,mid,155.44,1
2022,aviator,2026-07-24T23:31:38.704+00:00,6.54,purple,high,181.279,1
2023,aviator,2026-07-24T23:31:39.489+00:00,1.61,"rgb(52, 180, 255)",low,120.612,1
2024,aviator,2026-07-24T23:31:43.076+00:00,1.0,blue,dust,100.0,1
2025,aviator,2026-07-24T23:31:48.783+00:00,2.08,purple,base,131.698,1
2026,aviator,2026-07-24T23:31:51.769+00:00,1.08,"rgb(52, 180, 255)",dust,103.331,1
2027,aviator,2026-07-24T23:31:56.351+00:00,1.28,blue,floor,110.684,1
2028,aviator,2026-07-24T23:32:02.761+00:00,1.26,blue,floor,110.003,1
2029,aviator,2026-07-24T23:32:05.142+00:00,1.2,"rgb(52, 180, 255)",floor,107.891,1
2030,aviator,2026-07-24T23:32:10.760+00:00,1.27,blue,floor,110.345,1
2031,aviator,2026-07-24T23:32:19.209+00:00,2.76,purple,base,143.94,1
2032,aviator,2026-07-24T23:32:24.183+00:00,1.37,blue,floor,113.625,1
2034,aviator,2026-07-24T23:32:29.658+00:00,2.69,"rgb(145, 62, 248)",base,142.828,1
2033,aviator,2026-07-24T23:32:30.954+00:00,2.45,purple,base,138.783,1
2035,aviator,2026-07-24T23:32:39.273+00:00,1.39,blue,floor,114.253,1
2036,aviator,2026-07-24T23:32:45.739+00:00,8.38,purple,high,192.009,1
2037,aviator,2026-07-24T23:32:49.859+00:00,2.39,"rgb(145, 62, 248)",base,137.71,1
2038,aviator,2026-07-24T23:32:52.287+00:00,2.21,purple,base,134.321,1
2039,aviator,2026-07-24T23:32:57.625+00:00,3.58,purple,mid,155.199,1
2040,aviator,2026-07-24T23:33:02.319+00:00,1.66,blue,low,121.935,1
2041,aviator,2026-07-24T23:33:10.641+00:00,2.47,purple,base,139.135,1
2042,aviator,2026-07-24T23:33:11.412+00:00,2.37,"rgb(145, 62, 248)",base,137.347,1
2043,aviator,2026-07-24T23:33:18.249+00:00,1.0,blue,dust,100.0,1
2044,aviator,2026-07-24T23:33:27.113+00:00,2.67,purple,base,142.505,1
2045,aviator,2026-07-24T23:33:31.952+00:00,2.82,purple,base,144.871,1
2046,aviator,2026-07-24T23:33:36.177+00:00,2.9,"rgb(145, 62, 248)",base,146.082,1
2047,aviator,2026-07-24T23:33:37.693+00:00,1.42,blue,floor,115.177,1
2048,aviator,2026-07-24T23:33:44.286+00:00,2.14,purple,base,132.928,1
2049,aviator,2026-07-24T23:33:49.847+00:00,6.09,purple,high,178.193,1
2050,aviator,2026-07-24T23:33:49.888+00:00,1.19,"rgb(52, 180, 255)",dust,107.529,1
2051,aviator,2026-07-24T23:33:55.413+00:00,1.1,blue,dust,104.125,1
2052,aviator,2026-07-24T23:34:03.324+00:00,1.07,blue,dust,102.928,1
2053,aviator,2026-07-24T23:34:09.063+00:00,38.59,pink,moonshot,258.105,1
2054,aviator,2026-07-24T23:34:16.306+00:00,1.48,blue,floor,116.968,1
2055,aviator,2026-07-24T23:34:24.182+00:00,6.11,purple,high,178.335,1
2056,aviator,2026-07-24T23:34:29.036+00:00,10.34,"rgb(192, 23, 180)",ignition,201.105,1
2057,aviator,2026-07-24T23:34:30.988+00:00,1.45,blue,floor,116.082,1
2058,aviator,2026-07-24T23:34:36.986+00:00,1.19,blue,dust,107.529,1
2059,aviator,2026-07-24T23:34:40.705+00:00,1.0,"rgb(52, 180, 255)",dust,100.0,1
2060,aviator,2026-07-24T23:34:42.714+00:00,2.0,purple,base,130.0,1
2061,aviator,2026-07-24T23:34:48.991+00:00,3.5,purple,mid,154.221,1
2062,aviator,2026-07-24T23:34:54.039+00:00,1.05,"rgb(52, 180, 255)",dust,102.112,1
2063,aviator,2026-07-24T23:34:57.024+00:00,1.37,blue,floor,113.625,1
2064,aviator,2026-07-24T23:35:04.027+00:00,1.73,blue,low,123.723,1
2065,aviator,2026-07-24T23:35:11.857+00:00,8.04,purple,high,190.216,1
2066,aviator,2026-07-24T23:35:18.002+00:00,2.43,purple,base,138.429,1
2067,aviator,2026-07-24T23:35:24.895+00:00,1.71,blue,low,123.22,1
2068,aviator,2026-07-24T23:35:30.576+00:00,1.29,blue,floor,111.021,1
2070,aviator,2026-07-24T23:35:35.481+00:00,12.04,"rgb(192, 23, 180)",ignition,207.693,1
2069,aviator,2026-07-24T23:35:36.747+00:00,6.05,purple,high,177.908,1
2071,aviator,2026-07-24T23:35:43.199+00:00,2.59,purple,base,141.189,1
2072,aviator,2026-07-24T23:35:47.717+00:00,2.45,purple,base,138.783,1
2074,aviator,2026-07-24T23:35:53.679+00:00,1.74,"rgb(52, 180, 255)",low,123.973,1
2073,aviator,2026-07-24T23:35:53.914+00:00,7.96,purple,high,189.783,1
2075,aviator,2026-07-24T23:36:01.086+00:00,3.22,purple,mid,150.612,1
2076,aviator,2026-07-24T23:36:05.799+00:00,1.3,blue,floor,111.355,1
2077,aviator,2026-07-24T23:36:12.593+00:00,10.44,pink,ignition,201.521,1
2078,aviator,2026-07-24T23:36:18.634+00:00,1.48,blue,floor,116.968,1
2079,aviator,2026-07-24T23:36:26.300+00:00,2.83,purple,base,145.024,1
2080,aviator,2026-07-24T23:36:31.359+00:00,8.35,"rgb(145, 62, 248)",high,191.853,1
2081,aviator,2026-07-24T23:36:32.141+00:00,2.87,purple,base,145.632,1
2082,aviator,2026-07-24T23:36:36.890+00:00,1.31,blue,floor,111.687,1
2083,aviator,2026-07-24T23:36:44.530+00:00,2.97,purple,base,147.114,1
2084,aviator,2026-07-24T23:36:50.597+00:00,1.1,blue,dust,104.125,1
2085,aviator,2026-07-24T23:36:51.625+00:00,2.19,"rgb(145, 62, 248)",base,133.928,1
2086,aviator,2026-07-24T23:36:58.508+00:00,2.13,purple,base,132.726,1
2087,aviator,2026-07-24T23:37:04.206+00:00,11.88,pink,ignition,207.114,1
2088,aviator,2026-07-24T23:37:09.329+00:00,1.03,blue,dust,101.279,1
2089,aviator,2026-07-24T23:37:15.781+00:00,1.97,blue,low,129.346,1
2090,aviator,2026-07-24T23:37:20.015+00:00,1.51,blue,low,117.836,1
2091,aviator,2026-07-24T23:37:25.150+00:00,5.64,"rgb(145, 62, 248)",high,174.871,1
2092,aviator,2026-07-24T23:37:27.136+00:00,3.14,purple,mid,149.523,1
2093,aviator,2026-07-24T23:37:33.948+00:00,1.5,blue,low,117.549,1
2094,aviator,2026-07-24T23:37:41.265+00:00,2.4,purple,base,137.891,1
2095,aviator,2026-07-24T23:37:49.382+00:00,1.37,blue,floor,113.625,1
2096,aviator,2026-07-24T23:37:55.488+00:00,4.55,"rgb(145, 62, 248)",mid,165.576,1
2097,aviator,2026-07-24T23:37:56.171+00:00,1.0,blue,dust,100.0,1
2098,aviator,2026-07-24T23:38:03.715+00:00,2.72,purple,base,143.308,1
2099,aviator,2026-07-24T23:38:09.492+00:00,1.74,blue,low,123.973,1
2100,aviator,2026-07-24T23:38:10.840+00:00,1.35,"rgb(52, 180, 255)",floor,112.989,1
2101,aviator,2026-07-24T23:38:15.187+00:00,1.07,blue,dust,102.928,1
2102,aviator,2026-07-24T23:38:20.943+00:00,1.19,blue,dust,107.529,1
2103,aviator,2026-07-24T23:38:23.072+00:00,1.07,"rgb(52, 180, 255)",dust,102.928,1
2104,aviator,2026-07-24T23:38:25.491+00:00,1.36,blue,floor,113.308,1
2105,aviator,2026-07-24T23:38:32.478+00:00,9.11,purple,high,195.624,1
2106,aviator,2026-07-24T23:38:38.413+00:00,3.04,purple,mid,148.122,1
